slope,aspect,slope_shape,lithology_grade,fault_distance_km,lineament_density,geomorphology_unit,lulc_class,twi,rainfall_24h_mm,rainfall_72h_antecedent_mm,rainfall_intensity_max_mm_h,soil_saturation_pct,pore_water_pressure_kpa,sar_coherence_loss,sar_backscatter_diff_db,ndvi_vegetation_loss,osm_road_distance_m,osm_settlement_distance_m,geotechnical_fs,landslide_occurrence,risk_severity
36.32,162.44,0.318,1,4.653,2.334,0,0,5.63,33.67,84.77,5.82,72.26,11.03,0.522,0.29,0.066,117.4,315.7,1.279,0,MODERATE
10.77,53.67,0.249,3,4.54,1.776,1,2,8.65,74.01,234.12,14.34,100.0,42.14,0.524,-4.05,0.057,105.2,325.5,2.244,0,MODERATE
19.84,354.61,-0.064,2,0.965,2.321,1,1,9.3,56.22,145.31,10.69,98.25,25.7,0.531,-0.54,0.195,383.8,462.4,1.668,0,LOW
21.15,320.14,0.209,3,0.269,1.202,1,2,8.29,45.8,129.63,6.04,91.41,21.33,0.447,-1.34,0.102,108.5,106.4,1.764,1,HIGH
20.68,277.67,0.313,1,5.67,2.141,3,3,8.89,109.49,215.8,23.1,100.0,38.84,0.744,-6.73,0.284,135.2,15.6,0.992,0,HIGH
11.7,148.14,0.567,3,2.867,2.662,2,2,9.1,74.59,193.87,6.13,100.0,34.9,0.499,0.99,0.102,227.2,237.6,2.463,0,MODERATE
54.21,66.18,0.346,3,4.006,0.433,1,1,6.63,111.84,341.45,16.01,100.0,61.46,0.98,-6.96,0.088,200.4,1079.2,0.441,1,CRITICAL
19.46,338.91,0.022,1,5.294,3.146,1,2,6.55,174.67,411.81,36.17,100.0,74.13,0.98,-1.37,0.092,90.3,321.6,0.813,1,CRITICAL
12.23,191.65,-0.458,3,1.843,2.997,0,0,12.4,80.91,262.63,14.36,100.0,56.98,0.712,-1.68,0.057,263.1,964.5,1.145,0,MODERATE
54.9,306.85,0.054,2,0.546,3.71,0,2,10.42,32.71,132.99,5.84,96.31,23.06,0.749,-0.25,0.14,122.5,60.6,0.505,0,HIGH
47.48,123.15,0.09,2,5.547,1.846,2,1,7.39,15.55,36.91,1.58,60.12,3.99,0.594,-2.74,0.107,171.5,143.8,1.143,0,MODERATE
23.97,120.7,0.248,4,2.116,0.353,0,2,9.0,20.54,132.88,3.32,93.73,22.42,0.35,-2.53,0.055,132.7,460.0,0.922,0,HIGH
6.63,354.79,0.474,3,6.139,1.992,2,2,5.44,32.84,81.64,7.07,70.91,10.42,0.275,-1.85,0.129,429.9,10.7,7.324,0,LOW
16.85,187.86,-0.033,4,2.015,0.664,3,2,6.18,87.58,275.11,9.6,100.0,49.52,0.602,-6.17,0.069,217.5,73.3,0.678,1,CRITICAL
7.65,50.65,0.735,2,0.856,2.755,1,2,4.76,2.66,58.71,0.34,62.35,6.59,0.266,0.18,0.062,1229.0,52.6,6.934,0,LOW
29.2,79.08,-0.616,2,0.656,0.293,1,0,8.13,109.43,267.63,14.71,100.0,61.3,0.948,-4.28,0.352,190.5,327.6,0.54,1,CRITICAL
16.17,173.5,0.147,2,4.768,1.633,3,2,8.15,92.26,211.79,12.03,100.0,38.12,0.724,-8.34,0.057,619.9,959.8,1.502,0,MODERATE
21.83,15.29,-0.279,3,2.994,0.44,3,1,9.88,44.98,170.9,7.55,100.0,36.16,0.493,2.62,0.155,238.7,1.4,1.172,1,HIGH
52.38,166.51,-0.668,3,1.815,0.114,3,1,7.03,33.17,116.87,3.74,85.06,21.87,0.665,-1.2,0.146,626.6,25.9,0.492,1,CRITICAL
15.48,150.82,-0.071,2,2.371,4.038,2,1,9.85,7.77,44.45,1.17,66.95,5.36,0.288,-0.54,0.109,305.5,490.5,3.426,0,LOW
28.53,280.56,-0.51,4,2.792,4.184,3,1,8.94,22.23,97.96,3.02,82.43,17.2,0.519,-3.37,0.057,36.0,206.8,0.852,1,HIGH
33.14,127.78,-0.056,1,0.958,2.378,3,1,12.91,7.55,67.9,1.28,79.97,9.77,0.435,-0.52,0.078,27.6,1007.3,1.416,0,LOW
41.23,353.72,0.012,5,1.663,1.08,1,2,11.17,111.06,226.27,12.65,100.0,40.73,0.93,-1.58,0.064,404.7,347.4,0.189,1,CRITICAL
20.94,65.08,0.391,1,1.211,3.836,2,2,10.78,46.28,132.14,7.29,96.69,23.0,0.461,-5.76,0.378,322.4,27.7,1.653,0,LOW
19.73,212.76,-0.528,4,1.721,3.884,0,0,9.34,18.42,112.24,3.38,87.73,19.93,0.373,-0.06,0.058,167.7,3.1,1.226,1,HIGH
19.46,32.29,0.318,3,2.43,3.603,2,0,5.53,1.19,81.15,0.21,70.93,10.36,0.218,-3.87,0.051,157.1,260.2,2.45,0,LOW
27.06,264.19,0.034,5,0.666,2.332,1,2,8.14,48.24,136.07,9.49,93.2,22.83,0.534,-5.38,0.07,302.7,227.7,0.801,1,CRITICAL
46.44,358.11,0.36,1,1.75,0.406,1,2,12.44,90.65,222.68,19.39,100.0,40.08,0.98,-5.21,0.173,227.0,295.4,0.512,1,CRITICAL
18.96,294.89,-0.151,3,1.704,0.463,0,0,8.62,94.55,243.01,18.87,100.0,55.09,0.709,2.16,0.199,63.4,252.6,0.698,1,CRITICAL
3.61,200.05,-0.466,2,1.179,3.776,1,1,5.69,15.69,62.84,3.32,65.35,9.27,0.129,0.44,0.147,583.0,414.5,14.093,0,LOW
35.1,174.51,-0.426,5,20.0,3.691,2,3,8.24,345.2,703.45,28.46,100.0,95.0,0.98,-8.15,0.245,340.1,1039.6,0.195,1,CRITICAL
23.01,300.61,-0.452,5,0.268,1.881,2,0,5.32,54.67,154.79,9.19,94.11,32.78,0.612,1.96,0.175,295.2,634.8,0.796,0,HIGH
29.23,336.95,0.167,2,3.605,1.445,1,0,5.62,26.23,98.26,3.08,76.55,13.54,0.462,-4.03,0.14,181.2,339.0,1.498,1,HIGH
7.84,356.11,0.517,4,0.671,2.741,2,3,8.41,32.43,94.55,6.27,80.39,13.68,0.325,-4.42,0.605,815.3,337.4,3.593,0,LOW
16.21,142.75,-0.198,3,6.404,3.409,2,0,9.13,8.64,54.33,1.68,68.82,7.77,0.167,-3.66,0.096,5.0,1830.5,3.085,0,LOW
33.61,356.73,0.22,2,8.595,3.1,2,2,5.74,44.2,126.91,3.83,85.95,19.63,0.57,2.61,0.067,335.6,1280.0,1.072,0,MODERATE
9.93,56.13,-0.533,2,1.797,2.624,1,1,6.27,90.97,194.16,14.86,100.0,45.87,0.597,-0.85,0.055,1135.3,77.0,2.005,0,MODERATE
28.5,91.28,0.063,5,6.07,1.049,3,0,4.36,34.23,145.39,6.82,89.38,23.39,0.504,-3.92,0.128,250.2,455.2,0.749,1,CRITICAL
21.73,32.05,0.234,3,1.006,1.176,2,0,7.22,131.06,308.07,21.26,100.0,55.45,0.98,-5.55,0.268,251.9,168.2,0.608,1,CRITICAL
14.22,97.83,-0.507,1,0.528,3.069,3,1,3.22,42.1,129.55,5.88,82.25,24.23,0.446,-1.33,0.173,442.2,100.1,2.59,0,LOW
13.53,276.46,-0.071,2,1.329,3.391,0,2,6.84,150.07,304.78,13.62,100.0,54.86,0.98,-7.04,0.155,6.8,1283.3,1.011,1,HIGH
11.77,307.05,0.251,2,1.463,0.576,1,0,7.68,78.96,246.74,14.39,100.0,44.41,0.519,-3.22,0.108,34.4,40.4,1.752,0,MODERATE
22.94,280.4,-1.0,3,1.773,0.868,0,2,3.64,3.68,27.97,0.33,50.5,2.98,0.225,-3.76,0.066,523.2,12.5,2.399,0,LOW
24.44,227.18,0.467,2,1.634,2.89,1,1,5.28,4.51,62.61,0.74,64.55,7.27,0.38,-1.46,0.076,299.5,286.1,2.097,0,LOW
17.9,185.03,0.124,3,1.854,1.695,1,1,7.37,104.65,279.27,21.82,100.0,50.27,0.772,-1.25,0.077,1135.2,345.6,0.946,0,HIGH
11.31,255.13,0.251,2,4.333,2.41,3,2,7.07,28.69,95.74,3.98,78.36,13.5,0.357,2.58,0.137,146.5,51.0,4.057,0,LOW
28.06,140.7,-0.144,2,0.986,2.621,2,0,7.17,13.64,97.39,2.56,79.07,15.5,0.391,-5.39,0.205,165.9,1323.8,1.497,0,LOW
35.44,302.87,-0.603,1,0.066,3.282,1,1,8.13,130.32,404.9,25.02,100.0,88.52,0.98,-2.31,0.062,305.2,43.5,0.541,1,CRITICAL
30.81,243.79,0.187,5,2.355,3.403,2,1,3.82,266.03,493.85,21.67,100.0,88.89,0.98,-4.83,0.053,55.8,575.6,0.209,1,CRITICAL
58.94,251.21,-0.029,2,2.082,1.248,0,1,9.06,107.52,221.97,22.37,100.0,39.96,0.98,-3.93,0.107,95.1,204.4,0.52,1,CRITICAL
19.97,192.94,0.011,4,0.217,2.319,1,1,6.8,83.94,270.92,8.93,100.0,48.77,0.651,-4.36,0.232,551.2,137.3,0.553,1,CRITICAL
44.08,318.68,0.381,2,0.503,0.606,2,2,6.19,0.06,32.16,0.01,56.43,3.27,0.569,-2.69,0.31,454.8,106.7,1.258,0,MODERATE
15.05,90.73,0.267,3,2.496,3.552,2,2,3.4,7.28,30.65,1.47,50.92,2.81,0.262,-5.98,0.102,237.0,87.0,3.683,0,LOW
13.63,137.21,0.672,2,0.936,3.566,2,2,6.91,72.25,181.33,12.72,100.0,32.64,0.56,-0.7,0.073,124.4,337.7,2.122,0,MODERATE
23.73,279.95,0.054,4,7.352,1.328,1,3,8.63,34.25,110.09,4.52,85.76,16.99,0.444,-3.8,0.317,283.2,20.6,1.054,0,MODERATE
49.19,177.39,-0.242,4,0.666,0.759,1,3,7.81,1.28,54.31,0.12,66.44,6.65,0.517,-5.4,0.215,53.0,662.3,0.559,1,CRITICAL
18.73,320.12,-0.066,2,0.071,0.387,3,2,7.88,87.78,187.4,11.77,100.0,33.73,0.677,-2.15,0.189,158.9,119.6,1.44,0,MODERATE
7.84,124.7,0.145,2,2.077,2.457,3,1,6.75,35.27,115.71,7.59,84.19,17.53,0.238,-1.12,0.213,195.8,256.3,5.423,0,LOW
35.09,132.96,0.356,4,14.981,0.475,1,2,7.37,69.9,207.7,6.62,100.0,37.39,0.717,-0.48,0.08,173.3,37.6,0.324,1,CRITICAL
21.21,319.94,-0.513,2,3.517,2.89,2,0,5.06,41.06,135.73,8.15,87.55,26.32,0.421,2.52,0.066,151.9,285.5,1.587,0,LOW
26.1,167.17,0.003,4,1.53,2.88,1,1,7.49,1.75,23.91,0.22,56.13,2.42,0.331,-1.13,0.059,131.9,443.3,1.264,0,MODERATE
14.06,185.8,0.563,1,0.06,2.617,1,1,6.42,65.68,190.8,11.27,100.0,34.34,0.539,-3.26,0.125,241.7,22.8,1.857,0,MODERATE
23.61,119.79,-0.084,4,2.322,3.694,2,3,5.03,100.85,306.63,16.99,100.0,55.19,0.76,-4.19,0.521,123.9,912.4,0.304,1,CRITICAL
8.64,99.6,0.326,3,0.809,1.651,2,3,9.16,11.02,67.9,1.38,73.22,8.95,0.271,-2.16,0.247,249.4,159.6,5.69,0,LOW
54.65,236.14,0.173,1,3.652,3.799,3,2,4.03,144.12,477.05,12.62,100.0,85.87,0.98,-5.93,0.074,205.5,187.3,0.541,1,CRITICAL
38.53,43.14,0.335,4,3.061,0.251,2,1,8.65,13.02,60.71,1.31,70.0,7.65,0.454,-2.55,0.191,122.0,81.6,0.732,0,HIGH
23.02,316.54,-0.283,3,1.079,0.562,2,1,8.79,35.73,105.7,5.69,84.65,20.39,0.445,-3.72,0.15,430.1,968.6,1.668,0,LOW
34.58,280.51,-0.282,2,0.25,1.79,0,1,6.34,48.69,151.87,10.36,95.01,31.82,0.601,-4.77,0.056,12.3,190.9,0.669,1,CRITICAL
15.08,68.67,0.007,3,4.923,2.535,2,2,9.77,24.48,67.99,5.13,74.34,9.1,0.368,2.65,0.074,88.0,158.9,3.221,0,LOW
37.63,249.85,-0.536,3,3.082,0.233,3,2,6.29,45.11,156.62,4.33,96.45,32.6,0.588,1.36,0.087,191.5,572.4,0.58,1,CRITICAL
18.25,216.95,-0.094,1,6.461,2.426,2,2,6.16,82.36,191.87,16.68,100.0,34.54,0.661,-7.5,0.07,683.0,170.6,1.367,0,MODERATE
17.51,66.43,0.089,5,1.053,1.36,0,0,4.86,81.47,165.77,9.18,96.79,28.88,0.622,-2.03,0.222,20.9,278.6,1.184,0,MODERATE
12.27,98.35,0.625,4,3.703,3.737,3,1,7.48,166.05,375.59,34.44,100.0,67.61,0.98,-4.68,0.067,245.4,3580.7,0.478,1,CRITICAL
27.87,147.24,0.141,1,0.442,2.286,1,1,5.39,128.78,305.45,23.98,100.0,54.98,0.98,-3.41,0.176,52.2,303.3,0.618,1,CRITICAL
22.47,251.73,0.219,4,1.208,2.51,1,0,5.76,273.44,766.08,58.67,100.0,95.0,0.98,-10.3,0.158,5.0,280.0,0.281,1,CRITICAL
44.82,229.94,0.408,2,3.74,3.977,0,1,7.36,58.81,144.5,8.34,94.48,24.57,0.779,-6.99,0.051,564.2,720.2,0.554,1,CRITICAL
11.39,191.6,-0.338,3,6.112,3.233,0,0,7.45,33.26,142.02,6.07,93.85,27.98,0.373,-2.0,0.076,585.8,19.6,2.996,0,LOW
27.94,276.63,-0.058,2,1.355,1.897,1,3,10.26,17.85,59.29,3.26,72.45,7.73,0.479,-2.48,0.257,90.0,211.9,1.77,0,LOW
40.49,272.86,0.849,4,5.613,2.055,2,2,9.55,18.18,54.59,2.72,69.65,6.84,0.427,-2.94,0.07,551.8,542.6,0.701,1,CRITICAL
68.0,222.43,-0.028,4,3.964,2.756,2,2,8.71,10.63,55.45,2.3,68.43,6.83,0.748,-1.93,0.186,132.6,1095.9,0.384,1,CRITICAL
24.68,283.32,0.391,3,1.501,0.921,2,0,7.18,84.31,254.45,9.62,100.0,45.8,0.704,-1.39,0.062,13.6,470.8,0.71,0,HIGH
18.05,120.33,0.337,2,7.317,0.463,2,1,6.61,69.03,194.86,15.05,100.0,35.07,0.5,-0.38,0.065,71.1,339.6,1.447,0,MODERATE
24.33,317.25,-0.517,2,2.491,1.376,2,0,7.44,22.47,76.99,4.35,73.03,12.82,0.374,-4.1,0.121,294.4,278.3,1.876,0,LOW
42.96,221.37,0.109,3,3.657,3.291,3,1,6.28,144.75,327.25,24.06,100.0,58.91,0.98,-6.31,0.052,64.6,293.3,0.419,1,CRITICAL
42.95,296.05,0.051,1,2.396,1.155,3,2,5.96,52.23,172.54,4.73,100.0,31.06,0.701,-1.87,0.448,240.9,286.8,0.512,1,CRITICAL
20.73,196.66,0.115,2,2.11,0.636,1,0,7.33,4.65,45.81,0.54,62.85,5.18,0.356,1.76,0.11,56.4,1260.2,2.575,0,LOW
42.57,78.64,-0.264,4,6.593,0.998,0,0,5.57,4.12,30.89,0.82,54.91,3.55,0.444,-1.82,0.134,65.4,747.6,0.73,1,CRITICAL
21.88,195.27,-0.391,4,1.222,2.884,1,0,5.7,10.04,50.99,1.83,61.58,6.86,0.324,-1.04,0.073,315.1,176.4,1.419,1,HIGH
34.37,133.6,-0.167,2,0.131,2.617,0,2,9.6,15.43,52.42,3.31,69.05,8.37,0.443,-4.92,0.297,571.5,28.1,1.416,0,LOW
29.7,251.1,-0.034,2,7.415,2.922,3,3,4.46,141.98,247.66,19.24,100.0,44.58,0.98,-9.53,0.233,386.1,518.2,0.534,1,CRITICAL
17.64,171.29,0.415,4,6.101,1.42,1,2,5.21,97.96,162.29,20.1,96.31,28.13,0.729,2.62,0.061,16.7,587.5,1.164,0,MODERATE
12.55,301.0,0.636,5,1.598,3.794,2,1,10.3,14.64,95.79,2.94,84.19,14.52,0.263,-0.8,0.099,718.0,665.5,2.183,0,LOW
41.05,244.11,0.489,3,0.718,1.952,0,0,6.64,18.57,48.44,4.0,62.45,5.45,0.526,-4.12,0.061,49.0,119.3,1.228,1,HIGH
47.03,246.44,0.301,1,3.94,2.206,2,2,10.53,65.83,175.84,7.78,100.0,31.65,0.808,-7.87,0.312,363.9,455.6,0.512,1,CRITICAL
27.59,78.18,-0.352,4,0.287,3.99,0,0,4.93,133.38,242.77,19.9,100.0,59.7,0.98,-0.25,0.106,364.5,458.8,0.242,1,CRITICAL
21.87,354.33,-0.143,4,1.929,4.115,2,1,7.66,24.76,93.54,2.26,78.72,16.22,0.404,-4.06,0.123,168.2,52.9,1.189,0,MODERATE
10.48,303.0,0.073,1,0.314,2.812,3,1,9.2,48.46,159.49,7.89,100.0,28.71,0.481,-4.53,0.103,232.5,668.8,2.986,0,LOW
40.5,284.04,-0.221,3,3.189,3.974,1,1,5.51,143.7,350.87,26.23,100.0,80.4,0.98,-5.87,0.071,28.2,403.5,0.423,1,CRITICAL
25.89,118.88,0.202,3,0.097,2.32,1,1,11.18,95.71,241.76,10.85,100.0,43.52,0.749,-2.77,0.065,1009.8,309.8,0.721,1,CRITICAL
19.1,192.83,0.252,3,3.473,1.36,1,2,6.64,144.37,299.61,14.98,100.0,53.93,0.98,-2.49,0.319,18.7,18.2,0.732,1,CRITICAL
34.89,49.36,0.188,4,3.914,1.392,2,0,8.62,21.18,67.08,3.59,71.98,8.69,0.549,-2.37,0.081,674.5,275.9,0.804,1,CRITICAL
9.27,193.85,0.359,3,2.337,2.392,0,2,6.01,76.32,205.17,10.31,100.0,36.93,0.569,-5.35,0.055,80.2,855.8,3.001,0,MODERATE
11.89,52.52,-0.317,4,0.673,2.581,3,3,10.78,7.87,93.04,1.1,84.18,15.04,0.336,4.39,0.256,139.0,209.4,2.288,0,LOW
14.75,199.09,0.326,3,0.374,1.902,0,1,8.17,62.25,234.29,9.09,100.0,42.17,0.554,-3.67,0.072,397.1,1751.1,1.583,0,MODERATE
29.2,233.54,-0.243,2,1.315,3.723,0,0,12.11,23.56,126.47,3.57,97.28,24.97,0.545,-1.64,0.148,591.7,695.7,1.066,0,MODERATE
24.48,140.47,-0.329,4,2.191,1.849,2,2,10.09,78.58,246.75,8.44,100.0,53.84,0.762,-6.52,0.088,332.8,780.9,0.306,1,CRITICAL
31.05,179.48,0.186,4,3.597,1.221,0,2,9.34,9.95,95.26,1.6,82.3,14.11,0.48,0.05,0.267,36.3,399.2,0.816,1,CRITICAL
39.06,315.24,0.426,5,0.05,0.133,2,0,5.4,71.2,187.17,6.38,100.0,33.69,0.711,0.11,0.096,121.5,148.4,0.321,1,CRITICAL
31.64,39.08,0.171,3,4.345,4.079,0,2,7.68,80.13,187.58,7.68,100.0,33.76,0.787,-4.95,0.14,263.7,231.7,0.743,0,HIGH
55.25,285.02,0.007,1,4.365,3.48,3,2,6.8,126.49,320.03,22.72,100.0,57.6,0.98,-8.33,0.201,1202.6,433.0,0.546,1,CRITICAL
39.01,61.47,0.109,5,2.058,2.624,2,3,7.56,75.52,221.47,13.77,100.0,39.86,0.723,-3.66,0.359,145.5,973.8,0.241,1,CRITICAL
20.7,13.21,0.048,4,1.472,3.505,2,2,7.82,48.1,113.93,5.64,85.54,17.54,0.573,2.58,0.115,100.9,583.6,1.218,0,MODERATE
16.14,66.81,-0.394,5,6.465,3.422,0,0,5.52,99.66,309.02,10.55,100.0,67.58,0.787,-4.79,0.18,92.1,200.9,0.358,1,CRITICAL
21.06,275.42,-0.435,1,5.373,3.921,0,1,7.16,21.75,96.63,1.9,78.8,16.32,0.37,4.7,0.073,538.7,134.2,2.039,0,LOW
32.23,145.85,-0.028,2,14.318,1.683,2,0,7.29,73.55,175.06,10.2,100.0,31.51,0.695,-4.07,0.124,52.4,451.9,0.74,1,CRITICAL
17.17,314.11,0.028,1,1.628,2.375,1,0,5.28,83.8,224.48,12.68,100.0,40.41,0.659,-7.44,0.053,289.7,37.9,1.182,1,HIGH
32.7,188.89,0.004,4,8.307,0.504,1,2,9.26,32.4,97.48,6.67,82.86,14.54,0.433,-3.12,0.082,528.1,211.2,0.758,1,CRITICAL
30.75,8.01,0.237,5,0.32,4.058,2,3,7.99,292.94,764.76,23.54,100.0,95.0,0.98,-11.74,0.234,537.5,129.8,0.209,1,CRITICAL
12.44,258.02,-0.075,3,1.855,4.139,1,3,9.29,28.61,75.86,3.91,76.0,10.38,0.328,-3.57,0.366,39.1,918.9,3.837,0,LOW
38.63,39.68,0.197,2,2.192,3.335,2,0,8.57,5.74,76.16,0.8,74.8,10.25,0.469,-0.36,0.101,441.3,480.6,1.175,1,HIGH
27.06,284.18,-0.051,1,2.035,1.962,3,0,3.73,23.51,59.65,4.8,60.8,6.53,0.425,-2.83,0.158,705.4,58.0,1.983,0,LOW
53.85,60.52,0.638,3,3.434,2.136,1,2,5.67,6.81,36.59,0.73,56.91,3.75,0.537,1.42,0.101,427.4,322.1,1.002,0,HIGH
21.93,124.36,0.028,3,0.653,1.885,3,0,11.14,26.94,105.05,2.4,88.66,16.76,0.369,-3.08,0.08,338.7,700.7,1.858,0,LOW
18.6,274.06,0.819,4,7.047,1.303,3,0,9.23,8.89,73.47,1.19,75.12,9.94,0.415,-5.11,0.274,203.7,52.3,1.574,1,HIGH
11.46,343.52,0.123,2,2.809,2.264,0,2,3.93,37.63,109.03,6.24,76.97,15.11,0.326,-1.58,0.128,408.7,381.9,3.916,0,LOW
11.35,133.72,-0.075,3,8.21,0.319,0,2,8.53,97.82,252.9,19.58,100.0,45.52,0.589,-3.53,0.132,240.4,638.3,1.923,0,MODERATE
36.24,298.58,-0.315,1,0.05,4.167,2,3,5.67,4.54,47.46,0.53,60.39,5.7,0.384,-1.35,0.254,146.6,105.5,1.494,1,HIGH
51.03,68.69,-0.505,4,3.48,1.839,2,1,2.89,53.82,215.39,6.2,100.0,45.23,0.803,-5.46,0.066,190.6,1188.1,0.203,1,CRITICAL
20.89,290.58,-0.347,3,1.861,3.902,1,2,11.15,2.91,82.61,0.37,81.5,12.47,0.287,-0.59,0.194,297.5,361.7,2.144,0,LOW
20.13,236.7,-0.308,5,2.462,3.07,1,2,7.67,140.36,350.01,13.55,100.0,79.84,0.925,-0.54,0.157,229.3,449.8,0.284,1,CRITICAL
23.05,69.39,0.138,4,4.766,1.289,1,0,7.98,165.31,408.49,35.84,100.0,73.53,0.98,-7.79,0.088,309.6,196.0,0.276,1,CRITICAL
40.02,108.9,-0.184,3,0.902,1.01,2,2,4.74,44.07,133.89,6.86,86.37,26.1,0.696,-6.86,0.271,1120.3,669.3,0.697,1,CRITICAL
12.51,47.44,0.065,2,0.803,4.182,0,0,4.96,95.31,195.41,11.26,100.0,35.17,0.687,-6.97,0.084,84.7,410.8,2.18,0,MODERATE
25.27,137.87,0.449,5,4.249,3.266,2,2,4.0,58.42,158.63,7.63,92.96,26.54,0.602,-2.44,0.053,1529.0,1123.5,0.811,1,CRITICAL
36.67,73.31,-0.031,1,2.579,1.124,3,2,10.62,27.07,125.57,5.45,94.29,21.31,0.537,-5.76,0.074,15.6,298.4,0.865,1,HIGH
29.01,231.84,0.728,2,0.931,0.377,2,1,3.88,18.28,57.82,3.19,60.49,6.3,0.386,-0.75,0.087,262.1,420.5,1.8,1,HIGH
3.0,358.02,-0.412,5,2.316,2.957,0,2,11.06,92.38,210.02,14.55,100.0,48.89,0.608,-2.16,0.187,761.0,385.2,4.817,0,MODERATE
31.73,4.32,-0.053,4,2.154,1.342,0,0,5.33,36.54,104.33,6.63,77.98,14.64,0.589,-1.01,0.174,30.3,388.1,0.795,1,CRITICAL
29.16,194.73,-0.189,3,4.115,1.007,2,2,4.8,164.37,304.37,30.54,100.0,74.51,0.98,1.99,0.095,1295.4,563.8,0.491,0,HIGH
44.06,206.52,0.328,2,0.05,3.113,3,2,7.38,241.6,669.43,25.9,100.0,95.0,0.98,-10.7,0.147,702.1,49.9,0.46,1,CRITICAL
48.93,329.12,-0.784,4,3.093,2.885,3,2,5.99,15.35,101.11,1.57,78.14,16.06,0.569,-5.78,0.071,539.0,416.1,0.41,1,CRITICAL
42.91,182.16,-0.505,2,3.257,2.074,2,3,7.71,53.52,151.63,11.53,97.41,33.01,0.805,0.93,0.377,209.6,243.9,0.472,1,CRITICAL
23.12,195.73,-0.038,2,4.79,3.965,0,0,5.57,50.04,119.82,5.3,83.37,17.98,0.541,-0.87,0.055,67.3,269.4,1.746,0,LOW
7.6,169.8,0.543,2,7.701,2.887,2,1,6.81,131.67,276.49,19.1,100.0,49.77,0.795,-0.96,0.091,26.2,256.2,2.295,0,MODERATE
61.7,96.81,0.079,2,2.031,3.763,3,3,5.83,76.33,206.17,16.61,100.0,37.11,0.941,-7.83,0.333,18.7,52.8,0.551,1,CRITICAL
20.05,20.17,-0.473,5,1.468,0.881,3,2,9.39,60.77,210.52,8.41,100.0,45.19,0.524,-5.81,0.107,248.3,6.6,0.682,1,CRITICAL
22.71,147.12,-0.419,4,0.378,1.316,2,3,8.63,73.87,172.89,11.23,100.0,39.98,0.626,-0.23,0.334,339.2,50.9,0.625,1,CRITICAL
50.69,18.93,0.586,4,1.438,0.529,2,1,8.04,32.07,103.45,6.15,82.59,15.38,0.762,-2.26,0.065,69.8,257.3,0.386,0,HIGH
14.14,198.18,-0.217,5,0.248,1.349,2,2,9.82,209.7,593.43,26.77,100.0,95.0,0.98,-2.11,0.073,188.1,213.4,0.387,1,CRITICAL
9.45,110.63,-0.33,2,5.683,4.084,3,3,8.08,3.86,20.94,0.54,56.24,2.58,0.271,-2.32,0.241,210.6,68.7,5.985,0,LOW
17.24,192.1,0.517,1,5.758,4.048,2,2,7.89,1.92,77.74,0.24,74.09,10.37,0.237,-1.77,0.207,635.6,578.8,2.85,0,LOW
14.61,48.35,0.354,3,1.89,3.218,1,3,7.24,34.91,100.92,4.2,80.32,14.59,0.444,3.83,0.452,37.7,564.4,3.026,0,LOW
8.86,335.75,0.446,3,1.052,2.236,2,0,5.92,10.91,49.62,1.59,61.54,5.5,0.172,-4.02,0.055,447.5,1090.3,5.951,0,LOW
21.15,322.03,-0.333,3,0.44,3.301,3,1,5.93,51.16,124.72,9.43,85.58,25.35,0.524,-0.37,0.276,412.9,848.5,1.662,0,LOW
23.21,68.4,-0.534,1,6.669,2.369,2,0,7.82,0.59,59.18,0.12,68.02,7.32,0.208,-5.13,0.146,320.0,792.0,2.246,0,LOW
8.52,123.64,0.047,3,7.349,0.114,2,0,9.74,40.01,123.81,5.83,92.15,20.54,0.369,-4.17,0.103,79.8,728.6,4.642,0,LOW
18.53,220.86,0.117,2,1.084,2.156,2,1,8.75,22.71,74.3,2.84,74.54,9.97,0.401,0.19,0.072,14.8,960.7,2.61,0,LOW
14.06,34.45,0.128,2,3.403,2.556,2,3,8.74,14.7,72.42,3.05,73.91,9.63,0.334,-5.03,0.227,427.4,325.0,3.492,0,LOW
6.05,127.64,0.517,2,1.048,1.19,0,2,5.07,38.23,99.91,4.86,76.09,13.68,0.339,0.23,0.137,229.9,36.6,7.655,0,LOW
23.63,90.4,-0.607,2,0.893,0.934,2,3,8.65,125.31,251.33,23.62,100.0,60.28,0.898,-4.26,0.244,276.8,376.3,0.626,1,CRITICAL
24.93,329.59,0.301,3,0.075,1.223,1,3,6.62,69.25,190.81,12.8,100.0,34.35,0.65,-5.02,0.203,535.5,843.3,1.036,1,HIGH
14.06,306.9,-0.384,2,3.013,2.657,3,0,7.89,11.33,56.04,0.99,67.13,8.13,0.24,-1.69,0.321,39.7,44.9,3.63,0,LOW
38.45,208.74,0.3,5,0.569,0.699,3,0,8.71,44.91,132.25,4.71,93.01,22.14,0.603,-3.56,0.138,64.7,772.5,0.496,1,CRITICAL
22.43,187.32,-0.166,5,0.05,3.053,1,0,4.96,174.42,456.46,27.94,100.0,95.0,0.98,-6.47,0.174,153.0,66.6,0.26,1,CRITICAL
14.46,335.06,-0.285,3,0.388,1.833,3,2,7.85,37.6,136.26,7.57,92.73,27.25,0.415,-3.19,0.132,122.3,11.8,2.372,0,LOW
8.15,335.67,-0.213,5,1.318,1.549,1,0,8.02,41.33,98.56,6.74,80.97,19.32,0.444,-5.51,0.15,838.4,545.1,3.191,0,LOW
